COUNTY AREA TOTAL DEM REP GRN Writein
Maricopa "0486 PARK MEADOWS" 0 465 609 10 0
Maricopa "0487 PARKRIDGE" 0 1244 1658 62 3
Maricopa "0488 PARKWOOD" 0 787 1338 56 6
Maricopa "0489 PEAK VIEW" 0 702 1320 15 1
Maricopa "0490 PEBBLE CREEK" 0 2524 3667 60 6
Maricopa "0491 PECK" 0 511 151 33 1
Maricopa "0492 PECOS" 0 1967 1589 58 7
Maricopa "0493 PEE-POSH" 0 106 17 7 2
Maricopa "0494 PEGASUS" 0 609 947 33 3
Maricopa "0495 PENA" 0 1001 234 38 2
Maricopa "0496 PENNY LANE" 0 385 185 24 3
Maricopa "0497 PEORIA HEIGHTS" 0 761 487 46 4
Maricopa "0498 PEPPERWOOD" 0 1254 431 63 4
Maricopa "0499 PERRY PARK" 0 890 281 35 4
Maricopa "0500 PHELPS" 0 613 853 51 2
Maricopa "0501 PICADILLY" 0 948 674 35 0
Maricopa "0502 PIERCE" 0 833 335 21 4
Maricopa "0503 PILGRIM" 0 1486 1387 93 6
Maricopa "0504 PIMA" 0 1108 877 34 3
Maricopa "0505 PINE VALLEY" 0 1014 1325 25 2
Maricopa "0506 PINNACLE PEAK" 0 1713 3559 34 1
Maricopa "0507 PINNACLE WEST" 0 876 1241 17 0
Maricopa "0508 PINON" 0 1435 1222 74 5
Maricopa "0509 PINTO" 0 1211 1248 22 4
Maricopa "0510 PIONEER" 0 529 668 33 0
Maricopa "0511 POCO BUENO" 0 1041 1227 55 3
Maricopa "0512 POINCIANA" 0 626 1171 29 4
Maricopa "0513 POINSETTIA" 0 346 362 16 1
Maricopa "0514 PONDEROSA" 0 601 456 32 3
Maricopa "0515 PORT ROYALE" 0 838 597 41 0
Maricopa "0516 PORTER" 0 679 824 66 1
Maricopa "0517 PORTOBELLO" 0 1208 1591 64 4
Maricopa "0518 POWER RANCH" 0 1444 1825 65 4
Maricopa "0519 PUEBLO" 0 1672 938 62 2
Maricopa "0520 PURPLE SAGE" 0 1190 903 70 7
Maricopa "0521 PYRAMID PEAK" 0 2274 3184 91 6
Maricopa "0522 QUAIL RUN" 0 1808 1679 59 5
Maricopa "0523 QUEEN CREEK" 0 673 1699 50 2
Maricopa "0524 RAINBOW VALLEY" 0 420 625 41 1
Maricopa "0525 RANCHO" 0 1764 700 45 4
Maricopa "0526 RANCHO MIRAGE" 0 1429 1090 96 9
Maricopa "0527 RANCHO PALOMA" 0 812 1359 27 5
Maricopa "0528 READE" 0 611 213 34 1
Maricopa "0529 RED MOUNTAIN" 0 1122 1564 39 3
Maricopa "0530 REDDEN" 0 822 436 25 2
Maricopa "0531 REDWING" 0 1250 903 33 4
Maricopa "0532 REED PARK" 0 496 331 27 5
Maricopa "0533 REEMS" 0 1648 1955 83 9
Maricopa "0534 RHODES" 0 493 451 24 0
Maricopa "0535 RIATA" 0 701 752 34 2
Maricopa "0536 RIMROCK" 0 851 1102 33 1
Maricopa "0537 RIO MONTANA" 0 794 1069 19 4
Maricopa "0538 RIO PASEO" 0 876 899 44 0
Maricopa "0539 RIO SALADO" 0 1535 399 50 6
Maricopa "0540 RIO VERDE" 0 972 2482 29 1
Maricopa "0541 RITTENHOUSE" 0 1153 2511 52 5
Maricopa "0542 RIVERSIDE" 0 1254 243 54 3
Maricopa "0543 RIVERVIEW" 0 1103 756 67 7
Maricopa "0544 RIVIERA" 0 517 572 39 1
Maricopa "0545 ROADRUNNER" 0 599 106 26 4
Maricopa "0546 ROCKLEDGE" 0 1583 1417 37 2
Maricopa "0547 ROCKWOOD" 0 449 338 31 2
Maricopa "0548 ROESER" 0 1726 395 80 4
Maricopa "0549 ROLLING HILLS" 0 1250 512 55 4
Maricopa "0550 ROMA" 0 1783 513 85 2
Maricopa "0551 ROSE" 0 1497 1330 104 9
Maricopa "0552 ROSE GARDEN" 0 559 493 34 1
Maricopa "0553 ROTARY PARK" 0 1634 908 54 4
Maricopa "0554 ROVEY" 0 1176 599 27 3
Maricopa "0555 ROYAL OAK" 0 944 963 62 5
Maricopa "0556 RUBY" 0 2036 779 84 4
Maricopa "0557 SADDLE RIDGE" 0 1047 1650 68 2
Maricopa "0558 SAGEBRUSH" 0 1604 2402 67 3
Maricopa "0559 SAGUARO" 0 988 1756 33 4
Maricopa "0560 SAHUARO RANCH" 0 636 560 45 2
Maricopa "0561 SALOME" 0 70 247 11 3
Maricopa "0562 SALT RIVER" 0 1043 664 45 1
Maricopa "0563 SAN ANGELO" 0 677 919 35 1
Maricopa "0564 SAN LUCY" 0 53 6 3 0
Maricopa "0565 SAN MARCOS" 0 876 483 27 2
Maricopa "0566 SAN MICHELLE" 0 1250 1662 69 3
Maricopa "0567 SAN MIGUEL" 0 378 223 11 1
Maricopa "0568 SAN MONTEGO" 0 79 86 2 0
Maricopa "0569 SAN PEDRO" 0 542 511 24 5
Maricopa "0570 SAN SIMON" 0 553 450 16 1
Maricopa "0571 SAN VICTOR" 0 857 759 26 2
Maricopa "0572 SANDIA" 0 1231 805 26 2
Maricopa "0573 SANDPIPER" 0 823 1097 29 2
Maricopa "0574 SANTA FE" 0 658 579 36 4
Maricopa "0575 SANTA MARIA" 0 615 155 18 1
Maricopa "0576 SANTAN" 0 388 1043 33 4
Maricopa "0577 SANTO" 0 1030 1116 23 3
Maricopa "0578 SARATOGA" 0 740 839 45 0
Maricopa "0579 SARIVAL" 0 769 991 54 0
Maricopa "0580 SCOTTSDALE" 0 1670 1447 39 3
Maricopa "0581 SCUDDER" 0 1726 1003 38 2
Maricopa "0582 SENNIA VISTA" 0 1422 346 69 2
Maricopa "0583 SENTINEL" 0 12 20 2 0
Maricopa "0584 SENTRY" 0 1181 1148 27 0
Maricopa "0585 SEVILLA" 0 1667 610 84 5
Maricopa "0586 SEVILLE" 0 1590 2222 72 2
Maricopa "0587 SHADOW ROCK" 0 1038 959 30 1
Maricopa "0588 SHADY GLEN" 0 539 566 41 4
Maricopa "0589 SHALIMAR" 0 1057 616 36 1
Maricopa "0590 SHASTA" 0 980 1356 48 6
Maricopa "0591 SHAW BUTTE" 0 946 727 49 3
Maricopa "0592 SHEA" 0 688 593 22 1
Maricopa "0593 SHEENA" 0 1197 1035 21 4
Maricopa "0594 SIERRA HILLS" 0 1069 1485 21 1
Maricopa "0595 SIERRA MADRE" 0 1084 1095 47 2
Maricopa "0596 SIERRA PASS" 0 1667 1503 31 1
Maricopa "0597 SIERRA VERDE" 0 565 703 20 3
Maricopa "0598 SIERRA VISTA" 0 1291 238 57 6
Maricopa "0599 SIESTA" 0 477 479 34 1
Maricopa "0600 SILVER SPUR" 0 1526 1911 47 4
Maricopa "0601 SILVERADO" 0 1800 496 86 8
Maricopa "0602 SIMIS" 0 1386 641 53 3
Maricopa "0603 SKY HAWK" 0 392 694 10 1
Maricopa "0604 SKY VIEW" 0 613 694 42 5
Maricopa "0605 SMP 1" 0 2 0 0 0
Maricopa "0606 SMP 2" 0 4 2 0 0
Maricopa "0607 SMP 3" 0 11 6 0 0
Maricopa "0608 SOLANO" 0 1587 513 59 3
Maricopa "0609 SOLCITO" 0 626 398 9 1
Maricopa "0610 SOLEDAD" 0 1132 508 69 2
Maricopa "0611 SONOQUI" 0 962 2327 37 4
Maricopa "0612 SOSSAMAN" 0 1516 3100 74 7
Maricopa "0613 SOUTH MTN HIGH" 0 892 142 50 3
Maricopa "0614 SOUTH MTN PARK" 0 121 62 1 1
Maricopa "0620 SOUTHERN" 0 1414 176 59 6
Maricopa "0621 SPANISH GARDEN" 0 621 891 24 3
Maricopa "0622 SPRINGS" 0 667 451 16 1
Maricopa "0623 SPRUCE" 0 306 164 19 1
Maricopa "0624 SPUR" 0 1555 1875 78 5
Maricopa "0625 SPUR CROSS" 0 25 65 1 0
Maricopa "0626 ST CHRISTOPHER" 0 404 529 29 1
Maricopa "0627 ST FRANCIS" 0 734 374 18 2
Maricopa "0628 ST MORITZ" 0 642 709 45 3
Maricopa "0629 STARDUST" 0 407 604 11 0
Maricopa "0630 STARLIGHT" 0 756 215 48 2
Maricopa "0631 STELLA" 0 773 314 45 2
Maricopa "0632 STELLAR" 0 1755 1380 56 4
Maricopa "0633 STONEGATE" 0 633 847 10 0
Maricopa "0634 STRADA" 0 14 19 2 0
Maricopa "0635 STUMP" 0 2251 545 124 12
Maricopa "0636 SUMMERSTAR" 0 467 626 20 1
Maricopa "0637 SUN AIRE" 0 1185 1250 90 4
Maricopa "0638 SUN CITY" 0 850 1150 64 1
Maricopa "0639 SUN DEVIL" 0 479 164 9 1
Maricopa "0640 SUN GROVES" 0 1121 1115 48 5
Maricopa "0641 SUN LAKES COUNTRY CLUB" 0 748 981 48 5
Maricopa "0642 SUN TRAILS" 0 1160 1654 86 5
Maricopa "0643 SUNBURST" 0 569 566 33 0
Maricopa "0644 SUNCLIFF" 0 1263 1087 98 9
Maricopa "0645 SUNDANCE" 0 558 493 46 0
Maricopa "0646 SUNDANCE WEST" 0 1210 1310 68 6
Maricopa "0647 SUNDOWN" 0 870 915 14 0
Maricopa "0648 SUNFLOWER" 0 0 3 0 0
Maricopa "0649 SUNLAND" 0 960 145 62 4
Maricopa "0650 SUNLAND VILLAGE" 0 1716 2233 90 2
Maricopa "0651 SUNNY HIGH" 0 1980 1324 45 1
Maricopa "0652 SUNNYSIDE" 0 407 465 12 0
Maricopa "0653 SUNNYSLOPE" 0 697 305 31 4
Maricopa "0654 SUNNYVALE" 0 1154 1848 50 3
Maricopa "0655 SUNRISE" 0 1015 940 82 5
Maricopa "0656 SUNUP" 0 660 579 36 2
Maricopa "0657 MCKELLIPS PARK" 0 575 304 30 2
Maricopa "0658 SURPRISE" 0 646 272 36 2
Maricopa "0659 SURPRISE FARMS" 0 1507 2046 112 5
Maricopa "0660 SUTTON" 0 683 673 18 2
Maricopa "0661 SWEETWATER" 0 837 809 58 3
Maricopa "0662 TABLE MESA" 0 8 23 0 0
Maricopa "0663 TARO" 0 806 963 64 7
Maricopa "0664 TARTESSO" 0 478 849 46 3
Maricopa "0665 TATUM" 0 2476 2506 57 4
Maricopa "0666 TERRAVITA" 0 1288 2197 20 4
Maricopa "0667 THOMAS" 0 348 190 13 1
Maricopa "0668 TIERRA ESTE" 0 482 846 22 1
Maricopa "0669 TIERRA MADRE" 0 862 1488 36 7
Maricopa "0670 TOLLESON" 0 1154 282 40 0
Maricopa "0671 TONOPAH" 0 257 545 34 2
Maricopa "0672 TONTO" 0 1160 1621 65 12
Maricopa "0673 TORTILLA FLAT" 0 4 5 0 0
Maricopa "0674 TOWNE MEADOWS" 0 734 1080 32 4
Maricopa "0675 TOWNLEY" 0 384 127 27 0
Maricopa "0676 TRADITIONS" 0 776 1243 27 1
Maricopa "0677 TRAMONTO" 0 1585 2006 66 7
Maricopa "0678 TREVOR BROWNE" 0 714 129 27 2
Maricopa "0679 TRILOGY" 0 2475 3659 89 7
Maricopa "0680 TUCKEY" 0 414 121 32 2
Maricopa "0681 TULANE" 0 1437 602 49 5
Maricopa "0682 TUMBLEWEED" 0 1113 239 46 2
Maricopa "0683 TURF PARADISE" 0 435 355 23 3
Maricopa "0684 TURNEY" 0 2155 464 57 7
Maricopa "0685 TUTHILL" 0 2485 3900 120 10
Maricopa "0686 TWIN BUTTES" 0 1205 385 39 1
Maricopa "0687 VALENCIA" 0 130 91 11 1
Maricopa "0688 VALENCIA GROVES" 0 761 1099 39 5
Maricopa "0689 VAN NESS" 0 717 436 44 2
Maricopa "0690 VARNEY PARK" 0 1110 964 89 3
Maricopa "0691 VELERO" 0 539 439 17 3
Maricopa "0692 VERANO" 0 1130 857 43 3
Maricopa "0693 VERMONT" 0 986 519 56 3
Maricopa "0694 VICTORY" 0 753 318 47 4
Maricopa "0695 VILLA DE PAZ" 0 666 466 38 0
Maricopa "0696 VILLA RITA" 0 700 666 25 2
Maricopa "0697 VINEYARD" 0 1125 505 43 0
Maricopa "0698 VIRGINIA" 0 1195 624 47 6
Maricopa "0699 VISTA" 0 1068 966 58 5
Maricopa "0700 VISTA VERDE" 0 91 214 0 0
Maricopa "0701 VISTANCIA" 0 1776 2622 44 1
Maricopa "0702 VOGEL" 0 1232 968 80 4
Maricopa "0703 WACKER PARK" 0 787 999 61 2
Maricopa "0704 WADDELL" 0 1709 3370 91 10
Maricopa "0705 WAGGONER" 0 1651 1164 26 2
Maricopa "0706 WAHALLA" 0 1051 1245 38 6
Maricopa "0707 WARNER" 0 1515 609 78 3
Maricopa "0708 WATER WORKS" 0 1282 866 46 3
Maricopa "0709 WATSON" 0 204 467 13 1
Maricopa "0710 WELDON" 0 525 177 34 1
Maricopa "0711 WENDY" 0 659 488 29 2
Maricopa "0712 WEST PLAZA" 0 1020 369 62 6
Maricopa "0713 WEST POINT" 0 1779 1960 113 11
Maricopa "0714 WEST WING" 0 1942 3244 72 3
Maricopa "0715 WESTAR" 0 919 1286 35 2
Maricopa "0716 WESTBROOK" 0 1018 1692 44 4
Maricopa "0717 WESTERN STAR" 0 1375 740 45 2
Maricopa "0718 WESTGREEN PARK" 0 859 733 68 2
Maricopa "0719 WESTRIDGE" 0 946 242 42 6
Maricopa "0720 WESTWARD HO" 0 2057 352 85 7
Maricopa "0721 WESTWOOD" 0 699 932 45 5
Maricopa "0722 WESTWORLD" 0 2212 2475 34 4
Maricopa "0723 WHITE TANK" 0 128 241 11 1
Maricopa "0724 WHITEWING" 0 1077 1459 34 4
Maricopa "0725 WHITTIER" 0 884 125 33 1
Maricopa "0726 WHITTON" 0 142 119 6 0
Maricopa "0727 WHYMAN" 0 1197 1036 65 3
Maricopa "0728 WICKENBURG" 0 913 2423 77 10
Maricopa "0729 WIER" 0 571 599 53 1
Maricopa "0730 WIGWAM" 0 2499 2849 101 8
Maricopa "0731 WIGWAM CREEK" 0 964 1009 55 4
Maricopa "0732 WIKIEUP" 0 531 539 37 0
Maricopa "0733 WILDER" 0 1434 1107 21 0
Maricopa "0734 WILDFLOWER" 0 1011 731 55 6
Maricopa "0735 WILLIAMS FIELD" 0 699 1148 50 3
Maricopa "0736 WILLOW" 0 817 692 30 2
Maricopa "0737 WILLOW CANYON" 0 1032 1300 57 2
Maricopa "0738 WILSHIRE" 0 2088 461 40 4
Maricopa "0739 WINDMERE" 0 2464 1627 88 12
Maricopa "0740 WITTMANN" 0 466 1237 38 4
Maricopa "0741 WOLF RUN" 0 882 1853 19 3
Maricopa "0742 WOOD" 0 845 777 55 6
Maricopa "0743 WOODGLEN" 0 1387 885 73 4
Maricopa "0744 XAVIER" 0 1314 385 42 1
Maricopa "0745 YOUNGTOWN" 0 822 735 82 2
Maricopa "0746 YUCCA" 0 983 648 32 4
Maricopa "0747 YUMA" 0 847 557 34 3
Maricopa "0748 ZUNI HILLS" 0 1127 2151 56 7
